month,hs300_ret,hs300_vol
2005-11-01,-0.002803891897813715,0.009084381594564352
2005-12-01,0.05679169170028331,0.006821695238926853
2006-01-01,0.09328702876492634,0.00988936301732025
2006-02-01,0.04300032587260061,0.010155844721900812
2006-03-01,0.007671342152496097,0.008786492046692327
2006-04-01,0.10485369733707284,0.009809290660188645
2006-05-01,0.16471573689359897,0.02162754817187936
2006-06-01,0.02088101294004696,0.017668767740852683
2006-07-01,-0.07147607217695162,0.017330011346983615
2006-08-01,0.0342772465711938,0.012596956799661337
2006-09-01,0.048234323900757214,0.009214621635386467
2006-10-01,0.043618275949303786,0.011716370578446222
2006-11-01,0.1706313465663074,0.012296823180946822
2006-12-01,0.19056054803022482,0.018231219700836427
2007-01-01,0.1686820538674514,0.028696365162527198
2007-02-01,0.06675624178574502,0.03363262979602179
2007-03-01,0.0932231798601808,0.013928397394302676
2007-04-01,0.2792901965069896,0.018666376184613864
2007-05-01,0.103757570512228,0.02407354458682686
2007-06-01,-0.04171995991804389,0.03130177674847322
2007-07-01,0.1850349541109404,0.02495350000581425
2007-08-01,0.1874760680487937,0.02091566714720133
2007-09-01,0.053617146763534906,0.01885087386957926
2007-10-01,0.019303639093443792,0.01885914559470179
2007-11-01,-0.1672018652227819,0.02207506055686267
2007-12-01,0.12683454749939194,0.016807984366042965
2008-01-01,-0.13447677386421641,0.029046122944405492
2008-02-01,0.011719545554595978,0.02935174929787816
2008-03-01,-0.189113390593747,0.02905130050656444
2008-04-01,0.044476366101837916,0.03932960141915288
2008-05-01,-0.08784504835545492,0.023938639659367808
2008-06-01,-0.22692775237931728,0.034076913208088505
2008-07-01,0.004796514387215067,0.025520679556183617
2008-08-01,-0.14742924772120458,0.02969932928402848
2008-09-01,-0.061875114983860335,0.035922049285774305
2008-10-01,-0.2585051993241392,0.03046556736191609
2008-11-01,0.09993868939566974,0.03506201290648553
2008-12-01,-0.006668036486761175,0.023517582546657395
2009-01-01,0.11825790742478781,0.019244018571657785
2009-02-01,0.05303682523877318,0.028280773708305514
2009-03-01,0.1715963034614989,0.021540563543795754
2009-04-01,0.0459117573288661,0.01946826944275259
2009-05-01,0.05215015597085082,0.014680273204388009
2009-06-01,0.14739291636228713,0.012200021362356428
2009-07-01,0.1794260745548517,0.017519874248821322
2009-08-01,-0.24215328887367982,0.029882494095070607
2009-09-01,0.06166688631583317,0.020486018871782315
2009-10-01,0.09170877977106673,0.019278619031699733
2009-11-01,0.07050938125310169,0.019628380287356435
2009-12-01,0.01822922376795777,0.014822425916185952
2010-01-01,-0.10390431592948368,0.014052826303072433
2010-02-01,0.02419077728761554,0.012761399767762973
2010-03-01,0.019484310712912123,0.01209668879267465
2010-04-01,-0.08316637309761732,0.014991984177484544
2010-05-01,-0.09588066630479242,0.023042114987727767
2010-06-01,-0.07579300059424565,0.016718100018237456
2010-07-01,0.11930068238479619,0.013124631894603252
2010-08-01,0.011970666951101716,0.01421719423070127
2010-09-01,0.011155323044873322,0.0117760387291289
2010-10-01,0.1513874288299324,0.016699596333967604
2010-11-01,-0.07189326100160864,0.021122996593440833
2010-12-01,-0.0027810142541325744,0.013191246090210008
2011-01-01,-0.016543696322014134,0.01627613703181278
2011-02-01,0.052998724527938856,0.01430184733027805
2011-03-01,-0.0050225972115340856,0.010695937064335415
2011-04-01,-0.009482553218949086,0.009926740747822838
2011-05-01,-0.05987584892269071,0.011156740720589732
2011-06-01,0.014170316995584908,0.011916209848575936
2011-07-01,-0.023655681552017582,0.01130886059200502
2011-08-01,-0.042160050254384296,0.014327489176387695
2011-09-01,-0.09323705131699855,0.014045110542563178
2011-10-01,0.04414587555121319,0.017111187783323923
2011-11-01,-0.0644776272239117,0.013357700677960384
2011-12-01,-0.06971112662203738,0.012584223162933521
2012-01-01,0.050524738014666504,0.022124261412991526
2012-02-01,0.06893874834635949,0.011377813569766844
2012-03-01,-0.06804641965147684,0.012638060678067454
2012-04-01,0.06976172950496151,0.010784000922706885
2012-05-01,0.002240917051036906,0.0113445875647079
2012-06-01,-0.06475200623698252,0.01116845785080281
2012-07-01,-0.05227875067232368,0.009734420768424512
2012-08-01,-0.05488996203044938,0.009127617213372572
2012-09-01,0.04001962929300085,0.016439276828080527
2012-10-01,-0.01669613179678564,0.009657061639854107
2012-11-01,-0.05107236941307958,0.009759428743605447
2012-12-01,0.17913632112750588,0.01571230836212853
2013-01-01,0.06497547317586694,0.013313771425146472
2013-02-01,-0.005044881018221092,0.015943941628527605
2013-03-01,-0.0666749709257416,0.017613882047104033
2013-04-01,-0.019148461193475352,0.012539447959997653
2013-05-01,0.06501843251313888,0.009537525836716026
2013-06-01,-0.15568713633151288,0.019066622088029905
2013-07-01,-0.0034617217998953453,0.018112695058942408
2013-08-01,0.05512441513327948,0.011062249920769263
2013-09-01,0.04111093344166372,0.013049226629889303
2013-10-01,-0.014661045056593158,0.01135196462783891
2013-11-01,0.027478411504652245,0.01211371940480595
2013-12-01,-0.044657851922799474,0.010557121981663087
2014-01-01,-0.05475303709057322,0.010544651134766136
2014-02-01,-0.010660400917160362,0.01316912353033049
2014-03-01,-0.014991479923321727,0.012617214260490795
2014-04-01,0.005755938694640417,0.010373384325411333
2014-05-01,-0.0010168349887592631,0.008210992551828205
2014-06-01,0.004013050994591039,0.007772325791331283
2014-07-01,0.08550711785685605,0.008743859949228666
2014-08-01,-0.005090520118915087,0.008915386517842343
2014-09-01,0.048198103996643704,0.009178715325404815
2014-10-01,0.023393423386813827,0.00944982005999921
2014-11-01,0.1197986704274765,0.010917026760671694
2014-12-01,0.25807501302148705,0.02300811787573364
2015-01-01,-0.028105062533516523,0.024410562755605436
2015-02-01,0.04031370927588296,0.014644529468238002
2015-03-01,0.1338880549747079,0.013612925371418484
2015-04-01,0.1724628036504703,0.014396173325140635
2015-05-01,0.019146354249343966,0.02480890342607269
2015-06-01,-0.07598512568818283,0.03498306219144621
2015-07-01,-0.14672463524463897,0.03832531014717386
2015-08-01,-0.11794563836446104,0.038129840296507796
2015-09-01,-0.04859238101122343,0.021598884222393994
2015-10-01,0.10338319573093302,0.01606493240322162
2015-11-01,0.009148918289602292,0.019180486907529343
2015-12-01,0.046150865351507475,0.015151840520929613
2016-01-01,-0.2103762927146975,0.032281049802091746
2016-02-01,-0.02329290686978336,0.021561061178453564
2016-03-01,0.11837529327008789,0.014434327995292153
2016-04-01,-0.019061939884801204,0.008803724992384675
2016-05-01,0.004059561351962282,0.011823910020636942
2016-06-01,-0.004934123348351194,0.009797989089964204
2016-07-01,0.015856135901945567,0.008214276424945273
2016-08-01,0.03866002066212437,0.008604843646434917
2016-09-01,-0.022389907548363897,0.007162310483978856
2016-10-01,0.025510522441163364,0.006121004598341923
2016-11-01,0.06046348655597655,0.005711350580351874
2016-12-01,-0.06442055838876248,0.008100431598598367
2017-01-01,0.023528125142556755,0.004744216482677979
2017-02-01,0.019141011363472016,0.005682517132402798
2017-03-01,0.0009372076656404271,0.0051448450277065735
2017-04-01,-0.004714346973390904,0.005361461500605729
2017-05-01,0.015446457928810498,0.006225105177176704
2017-06-01,0.049790645841474745,0.006761530889532622
2017-07-01,0.01938339663106614,0.0065605554762106
2017-08-01,0.02253153063252822,0.007562689186893243
2017-09-01,0.003769662328991119,0.0027351591901058976
2017-10-01,0.044367771571022674,0.004229787508865305
2017-11-01,-0.00015449053314953165,0.009704764800582535
2017-12-01,0.006179577688918858,0.00875418768381397
2018-01-01,0.06079206520700953,0.007190202069674111
2018-02-01,-0.05899507916346958,0.017863515726605484
2018-03-01,-0.03110217062054721,0.010348366105089228
2018-04-01,-0.03632706750138137,0.011299130010327696
2018-05-01,0.012110856969765216,0.00998589250542771
2018-06-01,-0.07663392573485628,0.013122627949532896
2018-07-01,0.0019003214197725882,0.013176874784052
2018-08-01,-0.05206675920932602,0.01518115512910718
2018-09-01,0.031297308385294986,0.012854096664436345
2018-10-01,-0.08288839486283994,0.02377702047992169
2018-11-01,0.005982263430763357,0.013490360710319355
2018-12-01,-0.05107211861228167,0.011311629201242544
2019-01-01,0.06343439000296947,0.009991799587962586
2019-02-01,0.14609325928362193,0.01943295572406278
2019-03-01,0.055314945072314936,0.01750755959702891
2019-04-01,0.01055433909358694,0.013414444297275278
2019-05-01,-0.0724269659877782,0.01987512359031959
2019-06-01,0.05394197844557902,0.011911123619600684
2019-07-01,0.0025543792364413065,0.009812089358168234
2019-08-01,-0.009327158161726246,0.010836770748700524
2019-09-01,0.0039325337023559115,0.008265854753628985
2019-10-01,0.018933928391664745,0.006568133695889293
2019-11-01,-0.014943325429561782,0.008147554231077495
2019-12-01,0.06997493386086195,0.007041384284915822
2020-01-01,-0.022623982627468564,0.011561296987044885
2020-02-01,-0.015947447252067426,0.023095103875815953
2020-03-01,-0.06443930012037913,0.021365599493799407
2020-04-01,0.06142498077264791,0.009531653117272063
2020-05-01,-0.011642965748661305,0.008136759471870479
2020-06-01,0.07678800979461453,0.008979477628902062
2020-07-01,0.127542409108244,0.022598660444531616
2020-08-01,0.025807840860345044,0.011399713478976893
2020-09-01,-0.04751033747455202,0.010852362697832614
2020-10-01,0.023529475879011885,0.011745574631967256
2020-11-01,0.056421545304338405,0.009003820861093354
2020-12-01,0.05060972708644629,0.009754406570888602
2021-01-01,0.026994472960528704,0.01465310693348551
2021-02-01,-0.002840825752784215,0.016637425216608954
2021-03-01,-0.054040268994620666,0.01710577807352454
2021-04-01,0.014881661592742512,0.009891120103224146
2021-05-01,0.040613144675434976,0.011649139217284044
2021-06-01,-0.020168355662590898,0.008018962754603395
2021-07-01,-0.07903287895328537,0.014269780771816369
2021-08-01,-0.0011556440533176948,0.011874828307729426
2021-09-01,0.012646261348715493,0.009338837485321206
2021-10-01,0.008710165229494082,0.008479246195573317
2021-11-01,-0.015634059041267023,0.0064499579123467
2021-12-01,0.022422685639522655,0.008964528752783241
2022-01-01,-0.07622926447051659,0.010364936139499823
2022-02-01,0.003916497143152675,0.010027883128478394
2022-03-01,-0.07836681402273327,0.019656620084797613
2022-04-01,-0.048869451666829655,0.01903175469220978
2022-05-01,0.018743148132793763,0.012071026690419621
2022-06-01,0.0961728629814167,0.010714060234096509
2022-07-01,-0.0702136516499069,0.00802979865740997
2022-08-01,-0.021884836390092977,0.009620462118030422
2022-09-01,-0.06716492924458917,0.0090509151177202
2022-10-01,-0.07784256291583058,0.014018882755905895
2022-11-01,0.09813711790368118,0.015084388997726825
2022-12-01,0.004826582251870493,0.008505500762573191
2023-01-01,0.07367018679968207,0.007369890150762141
2023-02-01,-0.02102525513260267,0.009760694838657723
2023-03-01,-0.004554168011030479,0.007802265478941835
2023-04-01,-0.005391359901415149,0.008384029923161477
2023-05-01,-0.0572196771178376,0.007746932521051464
2023-06-01,0.011559432129635061,0.008731314974290574
2023-07-01,0.04480940815916501,0.010183177465324267
2023-08-01,-0.06211332053016094,0.008907321400590551
2023-09-01,-0.020118355453051517,0.008034821102923506
2023-10-01,-0.03171444934391143,0.008907661240845056
2023-11-01,-0.02135839659891403,0.006140294625296371
2023-12-01,-0.018618198085179838,0.009096391228041366
2024-01-01,-0.06288285715118436,0.010696440869528392
2024-02-01,0.09352972862691256,0.012394057134986067
2024-03-01,0.0060866026200177,0.006578035679063939
2024-04-01,0.018914573182521766,0.009790348280907185
2024-05-01,-0.006788658509585654,0.007427306390198358
2024-06-01,-0.03303644629426594,0.004914920681303267
2024-07-01,-0.005654228596305266,0.008609388765100602
2024-08-01,-0.0350520208106484,0.006040210200324948
2024-09-01,0.20967552549623192,0.025512172030472617
2024-10-01,-0.03156286127797048,0.02688571764965033
2024-11-01,0.006564568855627284,0.014574790302956777
2024-12-01,0.004679589325695455,0.008497106908134034
2025-01-01,-0.029945022898866136,0.01111355376604362
2025-02-01,0.019116445031280405,0.009191368688526954
2025-03-01,-0.0007051325060429825,0.008070335130624445
2025-04-01,-0.030029794412891664,0.016695898643686573
2025-05-01,0.018474920641992965,0.006603419597262158
2025-06-01,0.02495864833166328,0.005825312636024549
2025-07-01,0.03544441054155656,0.005828688562452298
2025-08-01,0.10333912308668847,0.008715376407427233
2025-09-01,0.032008608866963995,0.010527768917436741
2025-10-01,-5.602610299360045e-06,0.012552044092038646
2025-11-01,-0.024566721859870078,0.009183490212163456
2025-12-01,0.022815487438646587,0.007261572425116888
2026-01-01,0.01650129375326692,0.007231081484499408
2026-02-01,0.0009151485018081829,0.010050672839170554
2026-03-01,-0.055321063115109204,0.01143059609202586
2026-04-01,0.08028181262723177,0.010461404710159543
2026-05-01,0.01764272595862937,0.010287350223309793
2026-06-01,0.0178474735191545,0.016171752652113226
2026-07-01,-0.0663210048212316,0.01845219980271326
